# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PA0813	PA0813	AAG04202	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
PA0814	PA0814	AAG04203	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA0815	PA0815	AAG04204	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA0816	PA0816	AAG04205	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA0817	PA0817	AAG04206	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA0818	PA0818	AAG04207	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA0819	PA0819	AAG04208	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA0820	PA0820	AAG04209	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA0838	PA0838	AAG04227	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA0839	PA0839	AAG04228	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA0840	PA0840	AAG04229	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA0841	PA0841	AAG04230	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA0842	PA0842	AAG04231	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
PA0845	PA0845	AAG04234	protein_coding	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0
PA0846	PA0846	AAG04235	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA0847	PA0847	AAG04236	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA0848	PA0848	AAG04237	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA0864	PA0864	AAG04253	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA0868	PA0868	AAG04257	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA0920	PA0920	AAG04309	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA0921	PA0921	AAG04310	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA0922	PA0922	AAG04311	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA0922.1	PA0922.1	PA0922.1-1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA0924	PA0924	AAG04313	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1
PA0925	PA0925	AAG04314	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA0926	PA0926	AAG04315	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA0929	PA0929	AAG04318	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA0930	PA0930	AAG04319	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA0978	PA0978	AAG04367	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA0979	PA0979	AAG04368	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA0980	PA0980	AAG04369	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA0981	PA0981	AAG04370	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA0982	PA0982	AAG04371	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA0983	PA0983	AAG04372	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA0984	PA0984	AAG04373	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA0986	PA0986	AAG04375	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA0987	PA0987	AAG04376	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA0988	PA0988	AAG04377	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA0989	PA0989	AAG04378	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA0990	PA0990	AAG04379	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1005	PA1005	AAG04394	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1006	PA1006	AAG04395	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1025	PA1025	AAG04414	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1026	PA1026	AAG04415	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1027	PA1027	AAG04416	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1028	PA1028	AAG04417	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1029	PA1029	AAG04418	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PA1030	PA1030	AAG04419	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1030.1	PA1030.1	PA1030.1-1	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1031	PA1031	AAG04420	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1075	PA1075	AAG04464	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1076	PA1076	AAG04465	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1103	PA1103	AAG04492	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1106	PA1106	AAG04495	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1107	PA1107	AAG04496	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1116	PA1116	AAG04505	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1117	PA1117	AAG04506	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1118	PA1118	AAG04507	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1122	PA1122	AAG04511	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PA1123	PA1123	AAG04512	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1125	PA1125	AAG04514	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1126	PA1126	AAG04515	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1127	PA1127	AAG04516	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1132	PA1132	AAG04521	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1133	PA1133	AAG04522	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1134	PA1134	AAG04523	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1135	PA1135	AAG04524	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1136	PA1136	AAG04525	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1137	PA1137	AAG04526	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1138	PA1138	AAG04527	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1139	PA1139	AAG04528	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1140	PA1140	AAG04529	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1141	PA1141	AAG04530	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1142	PA1142	AAG04531	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1143	PA1143	AAG04532	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1145	PA1145	AAG04534	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1146	PA1146	AAG04535	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1147	PA1147	AAG04536	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1149	PA1149	AAG04538	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1152	PA1152	AAG04541	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1153	PA1153	AAG04542	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1154	PA1154	AAG04543	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1169	PA1169	AAG04558	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1170	PA1170	AAG04559	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1171	PA1171	AAG04560	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
PA1181	PA1181	AAG04570	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA1210	PA1210	AAG04599	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1211	PA1211	AAG04600	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1212	PA1212	AAG04601	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1213	PA1213	AAG04602	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1214	PA1214	AAG04603	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA1215	PA1215	AAG04604	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1216	PA1216	AAG04605	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1217	PA1217	AAG04606	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1218	PA1218	AAG04607	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1219	PA1219	AAG04608	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1240	PA1240	AAG04629	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1241	PA1241	AAG04630	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1242	PA1242	AAG04631	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1243	PA1243	AAG04632	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA1244	PA1244	AAG04633	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1245	PA1245	AAG04634	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1251	PA1251	AAG04640	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
PA1252	PA1252	AAG04641	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1253	PA1253	AAG04642	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1254	PA1254	AAG04643	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1255	PA1255	AAG04644	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1274	PA1274	AAG04663	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1280	PA1280	AAG04669	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1282	PA1282	AAG04671	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1303	PA1303	AAG04692	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA1304	PA1304	AAG04693	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA1305	PA1305	AAG04694	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA1306	PA1306	AAG04695	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA1307	PA1307	AAG04696	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA1308	PA1308	AAG04697	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0
PA1309	PA1309	AAG04698	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
PA1312	PA1312	AAG04701	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA1313	PA1313	AAG04702	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA1323	PA1323	AAG04712	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1324	PA1324	AAG04713	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1324.1	PA1324.1	PA1324.1-1	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1325	PA1325	AAG04714	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1327	PA1327	AAG04716	protein_coding	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0
PA1328	PA1328	AAG04717	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1329	PA1329	AAG04718	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1330	PA1330	AAG04719	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1331	PA1331	AAG04720	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
PA1332	PA1332	AAG04721	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
PA1333	PA1333	AAG04722	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
PA1334	PA1334	AAG04723	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1335	PA1335	AAG04724	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
PA1336	PA1336	AAG04725	protein_coding	0	0	1	2	0	0	0	1	0	1	0	0	0	0	1
PA1339	PA1339	AAG04728	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA1340	PA1340	AAG04729	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA1341	PA1341	AAG04730	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1342	PA1342	AAG04731	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1343	PA1343	AAG04732	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1344	PA1344	AAG04733	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1345	PA1345	AAG04734	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1346	PA1346	AAG04735	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1347	PA1347	AAG04736	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1
PA1348	PA1348	AAG04737	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1349	PA1349	AAG04738	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1350	PA1350	AAG04739	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1351	PA1351	AAG04740	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1352	PA1352	AAG04741	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1353	PA1353	AAG04742	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1354	PA1354	AAG04743	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1355	PA1355	AAG04744	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1356	PA1356	AAG04745	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1357	PA1357	AAG04746	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1358	PA1358	AAG04747	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1359	PA1359	AAG04748	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1360	PA1360	AAG04749	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1374	PA1374	AAG04763	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1377	PA1377	AAG04766	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1378	PA1378	AAG04767	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1379	PA1379	AAG04768	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1380	PA1380	AAG04769	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1381	PA1381	AAG04770	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1382	PA1382	AAG04771	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1427	PA1427	AAG04816	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1428	PA1428	AAG04817	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1429	PA1429	AAG04818	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1433	PA1433	AAG04822	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1434	PA1434	AAG04823	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1435	PA1435	AAG04824	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1458	PA1458	AAG04847	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1459	PA1459	AAG04848	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA1462	PA1462	AAG04851	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1463	PA1463	AAG04852	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1464	PA1464	AAG04853	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1474	PA1474	AAG04863	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1478	PA1478	AAG04867	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1484	PA1484	AAG04873	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1485	PA1485	AAG04874	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1486	PA1486	AAG04875	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1487	PA1487	AAG04876	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1488	PA1488	AAG04877	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA1489	PA1489	AAG04878	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1490	PA1490	AAG04879	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1491	PA1491	AAG04880	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1492	PA1492	AAG04881	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1494	PA1494	AAG04883	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1495	PA1495	AAG04884	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1496	PA1496	AAG04885	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1497	PA1497	AAG04886	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA1499	PA1499	AAG04888	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1500	PA1500	AAG04889	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1501	PA1501	AAG04890	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1530	PA1530	AAG04919	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1531	PA1531	AAG04920	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1533	PA1533	AAG04922	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1535	PA1535	AAG04924	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
PA1536	PA1536	AAG04925	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1537	PA1537	AAG04926	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1538	PA1538	AAG04927	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1539	PA1539	AAG04928	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1540	PA1540	AAG04929	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1541	PA1541	AAG04930	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1572	PA1572	AAG04961	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1573	PA1573	AAG04962	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1574	PA1574	AAG04963	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1575	PA1575	AAG04964	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1576	PA1576	AAG04965	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1577	PA1577	AAG04966	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1578	PA1578	AAG04967	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1579	PA1579	AAG04968	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1598	PA1598	AAG04987	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1599	PA1599	AAG04988	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1600	PA1600	AAG04989	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1601	PA1601	AAG04990	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1602	PA1602	AAG04991	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PA1603	PA1603	AAG04992	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1604	PA1604	AAG04993	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1605	PA1605	AAG04994	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1606	PA1606	AAG04995	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1607	PA1607	AAG04996	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1608	PA1608	AAG04997	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1621	PA1621	AAG05010	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1622	PA1622	AAG05011	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1623	PA1623	AAG05012	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1624	PA1624	AAG05013	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1625	PA1625	AAG05014	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1626	PA1626	AAG05015	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
PA1627	PA1627	AAG05016	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1628	PA1628	AAG05017	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1629	PA1629	AAG05018	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1630	PA1630	AAG05019	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1631	PA1631	AAG05020	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1638	PA1638	AAG05027	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1639	PA1639	AAG05028	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1672	PA1672	AAG05061	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1673	PA1673	AAG05062	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1675	PA1675	AAG05064	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1676	PA1676	AAG05065	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1677	PA1677	AAG05066	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1678	PA1678	AAG05067	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1679	PA1679	AAG05068	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PA1680	PA1680	AAG05069	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1682	PA1682	AAG05071	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1683	PA1683	AAG05072	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1684	PA1684	AAG05073	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1688	PA1688	AAG05077	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1689	PA1689	AAG05078	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1735	PA1735	AAG05124	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1736	PA1736	AAG05125	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA1737	PA1737	AAG05126	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA1738	PA1738	AAG05127	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
PA1739	PA1739	AAG05128	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
PA1740	PA1740	AAG05129	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
PA1741	PA1741	AAG05130	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
PA1742	PA1742	AAG05131	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
PA1743	PA1743	AAG05132	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
PA1744	PA1744	AAG05133	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
PA1745	PA1745	AAG05134	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1746	PA1746	AAG05135	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1747	PA1747	AAG05136	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA1748	PA1748	AAG05137	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
PA1749	PA1749	AAG05138	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA1750	PA1750	AAG05139	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA1751	PA1751	AAG05140	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
